gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Basophils LN	Basophils pri	CAF LN	CAF pri	CD8+ NKT-like LN	CD8+ NKT-like pri	Effector CD8+ T LN	Effector CD8+ T pri	Luminal LN	Luminal pri	Macrophages LN	Macrophages pri	Myeloid Dendritic LN	Myo LN	Myo pri	Naive B LN	Naive B pri	Naive CD4+ T LN	Naive CD4+ T pri	Neutrophils LN	Neutrophils pri	Plasma B LN	Plasma B pri	Plasmacytoid Dendritic LN	Plasmacytoid Dendritic pri
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CS0DBFDDA4A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CS08FB3D7C0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CS0E5853674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CS067CF9C74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CC03D6468DC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CC0AEFA055B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CC055FABA12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CC01A3A32AD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.0	3.018	2.782	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.051	0.178	0.056	0.0	0.049	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.178	0.056	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP11B2	P19099	True	C11B2_HUMAN	AldosteroneCorticosterone_byCYP11B2	CPI-CS0A2685151	0.0	0.0	0.043	0.003	0.0	0.077	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP11B2	P19099	True	C11B2_HUMAN	AldosteroneCorticosterone_byCYP11B2	CPI-CS0213DB347	0.0	0.0	0.043	0.003	0.0	0.077	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP17A1	P05093	True	CP17A_HUMAN	Androstenedione_byCYP17A1	CPI-CS0D5502736	0.0	0.0	0.0	0.03	0.144	0.0	0.0	0.03	0.0	0.0	0.0	0.068	0.0	0.0	0.017	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD17B6	O14756	True	H17B6_HUMAN	Androsterone_byHSD17B6	CPI-CS019C00E02	0.0	0.0	0.0	0.485	0.021	0.0	0.0	0.059	0.0	0.037	0.0	0.101	0.0	0.0	0.273	0.0	0.0	0.044	0.05	0.0	0.0	0.0	0.0	0.0	0.311
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0010C54C6	11.197	8.362	3.112	2.499	0.0	0.057	0.0	0.064	0.214	0.213	2.526	1.317	0.0	0.0	0.144	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.359	0.979	0.849
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC048F01E8D	11.197	8.362	3.112	2.499	0.0	0.057	0.0	0.064	0.214	0.213	2.526	1.317	0.0	0.0	0.144	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.359	0.979	0.849
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC06F5021B7	11.197	8.362	3.112	2.499	0.0	0.057	0.0	0.064	0.214	0.213	2.526	1.317	0.0	0.0	0.144	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.359	0.979	0.849
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC036F9AC3C	11.197	8.362	3.112	2.499	0.0	0.057	0.0	0.064	0.214	0.213	2.526	1.317	0.0	0.0	0.144	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.359	0.979	0.849
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065AB1F5E	11.197	8.362	3.112	2.499	0.0	0.057	0.0	0.064	0.214	0.213	2.526	1.317	0.0	0.0	0.144	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.359	0.979	0.849
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC01AF691C1	11.197	8.362	3.112	2.499	0.0	0.057	0.0	0.064	0.214	0.213	2.526	1.317	0.0	0.0	0.144	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.359	0.979	0.849
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A31C8D8B	11.197	8.362	3.112	2.499	0.0	0.057	0.0	0.064	0.214	0.213	2.526	1.317	0.0	0.0	0.144	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.359	0.979	0.849
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A06D2C2D	11.197	8.362	3.112	2.499	0.0	0.057	0.0	0.064	0.214	0.213	2.526	1.317	0.0	0.0	0.144	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.359	0.979	0.849
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0E829C954	11.197	8.362	3.112	2.499	0.0	0.057	0.0	0.064	0.214	0.213	2.526	1.317	0.0	0.0	0.144	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.359	0.979	0.849
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CS08EE9E5CE	11.197	8.362	3.112	2.499	0.0	0.057	0.0	0.064	0.214	0.213	2.526	1.317	0.0	0.0	0.144	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.359	0.979	0.849
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0C61DFEC5	0.0	0.0	0.0	0.33	0.184	0.121	0.0	0.06	0.0	0.004	0.767	0.113	0.0	0.278	0.001	0.0	0.0	0.0	0.259	0.0	2.82	0.0	0.03	1.309	0.246
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC03C7C010D	0.0	0.0	0.0	0.33	0.184	0.121	0.0	0.06	0.0	0.004	0.767	0.113	0.0	0.278	0.001	0.0	0.0	0.0	0.259	0.0	2.82	0.0	0.03	1.309	0.246
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC021B19C0E	0.0	0.0	0.0	0.33	0.184	0.121	0.0	0.06	0.0	0.004	0.767	0.113	0.0	0.278	0.001	0.0	0.0	0.0	0.259	0.0	2.82	0.0	0.03	1.309	0.246
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC061CCD0A0	0.0	0.0	0.0	0.33	0.184	0.121	0.0	0.06	0.0	0.004	0.767	0.113	0.0	0.278	0.001	0.0	0.0	0.0	0.259	0.0	2.82	0.0	0.03	1.309	0.246
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC066507DFB	0.0	0.0	0.0	0.33	0.184	0.121	0.0	0.06	0.0	0.004	0.767	0.113	0.0	0.278	0.001	0.0	0.0	0.0	0.259	0.0	2.82	0.0	0.03	1.309	0.246
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC000118AA2	0.0	0.0	0.0	0.33	0.184	0.121	0.0	0.06	0.0	0.004	0.767	0.113	0.0	0.278	0.001	0.0	0.0	0.0	0.259	0.0	2.82	0.0	0.03	1.309	0.246
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B7C148C8	0.0	0.0	0.0	0.33	0.184	0.121	0.0	0.06	0.0	0.004	0.767	0.113	0.0	0.278	0.001	0.0	0.0	0.0	0.259	0.0	2.82	0.0	0.03	1.309	0.246
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0974AE49B	0.0	0.0	0.0	0.33	0.184	0.121	0.0	0.06	0.0	0.004	0.767	0.113	0.0	0.278	0.001	0.0	0.0	0.0	0.259	0.0	2.82	0.0	0.03	1.309	0.246
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC071BF7D12	0.0	0.0	0.0	0.33	0.184	0.121	0.0	0.06	0.0	0.004	0.767	0.113	0.0	0.278	0.001	0.0	0.0	0.0	0.259	0.0	2.82	0.0	0.03	1.309	0.246
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CS033058D2B	0.0	0.0	0.0	0.33	0.184	0.121	0.0	0.06	0.0	0.004	0.767	0.113	0.0	0.278	0.001	0.0	0.0	0.0	0.259	0.0	2.82	0.0	0.03	1.309	0.246
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03F7FB36A	0.0	0.316	0.074	1.09	0.0	0.081	0.0	0.024	3.559	2.447	0.0	0.051	0.0	0.486	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0564402E8	0.0	0.316	0.074	1.09	0.0	0.081	0.0	0.024	3.559	2.447	0.0	0.051	0.0	0.486	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC039D8C2A7	0.0	0.316	0.074	1.09	0.0	0.081	0.0	0.024	3.559	2.447	0.0	0.051	0.0	0.486	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0D32DC80C	0.0	0.316	0.074	1.09	0.0	0.081	0.0	0.024	3.559	2.447	0.0	0.051	0.0	0.486	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BD81688E	0.0	0.316	0.074	1.09	0.0	0.081	0.0	0.024	3.559	2.447	0.0	0.051	0.0	0.486	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BEBB9C26	0.0	0.316	0.074	1.09	0.0	0.081	0.0	0.024	3.559	2.447	0.0	0.051	0.0	0.486	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC07CAD6A4A	0.0	0.316	0.074	1.09	0.0	0.081	0.0	0.024	3.559	2.447	0.0	0.051	0.0	0.486	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC09B046394	0.0	0.316	0.074	1.09	0.0	0.081	0.0	0.024	3.559	2.447	0.0	0.051	0.0	0.486	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC00B974CC4	0.0	0.316	0.074	1.09	0.0	0.081	0.0	0.024	3.559	2.447	0.0	0.051	0.0	0.486	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CS0C61C245A	0.0	0.316	0.074	1.09	0.0	0.081	0.0	0.024	3.559	2.447	0.0	0.051	0.0	0.486	0.327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.0	0.0	0.0	0.821	0.018	0.1	0.0	0.0	0.856	2.033	0.0	0.051	0.0	1.582	2.579	0.09	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	0.0	0.0	0.138	0.108	0.126	0.0	0.0	0.049	0.105	0.295	0.0	0.026	0.27	0.0	0.247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.431	0.0	0.186
B2M	P61769	True	B2MG_HUMAN	CD1B_complex	CPI-CS05B3376EE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.054	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	1.552
CD1B	P29016	True	CD1B_HUMAN	CD1B_complex	CPI-CS05B3376EE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.054	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	1.552
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	0.0	0.238	0.0	0.009	0.093	0.029	0.0	0.042	0.031	0.085	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.027	0.076	0.0	0.0	0.0	0.0	0.0	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	0.0	0.238	0.0	0.009	0.093	0.029	0.0	0.042	0.031	0.085	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.027	0.076	0.0	0.0	0.0	0.0	0.0	0.0
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	0.0	0.154	0.815	0.533	0.046	0.352	0.0	0.099	0.479	0.904	0.0	0.412	0.46	0.622	1.861	0.192	0.0	0.041	0.354	0.0	0.136	0.0	0.629	0.0	0.49
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	0.0	0.154	0.815	0.533	0.046	0.352	0.0	0.099	0.479	0.904	0.0	0.412	0.46	0.622	1.861	0.192	0.0	0.041	0.354	0.0	0.136	0.0	0.629	0.0	0.49
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	0.0	0.534	1.578	2.752	1.221	1.636	0.954	1.379	2.842	2.668	8.049	7.011	0.108	2.317	2.563	0.88	3.398	1.19	1.012	0.0	0.113	0.0	0.662	4.632	5.016
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	0.0	0.534	1.578	2.752	1.221	1.636	0.954	1.379	2.842	2.668	8.049	7.011	0.108	2.317	2.563	0.88	3.398	1.19	1.012	0.0	0.113	0.0	0.662	4.632	5.016
CYP11B1	P15538	True	C11B1_HUMAN	Corticosterone_byCYP11B1	CPI-CS08489C136	0.0	0.0	0.0	0.008	0.0	0.061	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.166
